"NAME","SUBSYSTEM","COUNT","MAX_COUNT","MIN_COUNT","AVG_COUNT","COUNT_RESET","MAX_COUNT_RESET","MIN_COUNT_RESET","AVG_COUNT_RESET","TIME_ENABLED","TIME_DISABLED","TIME_ELAPSED","TIME_RESET","STATUS","TYPE","COMMENT"
"buffer_pool_read_ahead_evicted","buffer","0","0","NULL","0","0","0","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Read-ahead pages evicted without being accessed (innodb_buffer_pool_read_ahead_evicted)"
"buffer_pool_pages_total","buffer","8192","8192","8192","NULL","8192","8192","8192","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Total buffer pool size in pages (innodb_buffer_pool_pages_total)"
"buffer_pool_pages_misc","buffer","2226","2226","2226","NULL","2226","2226","2226","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Buffer pages for misc use such as row locks or the adaptive hash index (innodb_buffer_pool_pages_misc)"
"buffer_pool_pages_data","buffer","4946","4946","4946","NULL","4946","4946","4946","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Buffer pages containing data (innodb_buffer_pool_pages_data)"
"buffer_pool_bytes_data","buffer","81035264","81035264","81035264","NULL","81035264","81035264","81035264","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Buffer bytes containing data (innodb_buffer_pool_bytes_data)"
"buffer_pool_pages_dirty","buffer","0","0","0","NULL","0","0","0","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Buffer pages currently dirty (innodb_buffer_pool_pages_dirty)"
"buffer_pool_bytes_dirty","buffer","0","0","0","NULL","0","0","0","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Buffer bytes currently dirty (innodb_buffer_pool_bytes_dirty)"
"buffer_pool_pages_free","buffer","1020","1020","1020","NULL","1020","1020","1020","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Buffer pages currently free (innodb_buffer_pool_pages_free)"
"buffer_pages_created","buffer","11803","11803","NULL","161.68493150684932","11803","11803","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of pages created (innodb_pages_created)"
"buffer_pages_written","buffer","14456","14456","NULL","198.02739726027397","14456","14456","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of pages written (innodb_pages_written)"
"buffer_pages_read","buffer","1469","1469","NULL","20.123287671232877","1469","1469","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of pages read (innodb_pages_read)"
"buffer_pages0_read","buffer","5","5","NULL","0.0684931506849315","5","5","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of page 0 read (innodb_pages0_read)"
"buffer_index_sec_rec_cluster_reads","buffer","0","0","NULL","0","0","0","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of secondary record reads triggered cluster read"
"buffer_index_sec_rec_cluster_reads_avoided","buffer","0","0","NULL","0","0","0","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of secondary record reads avoided triggering cluster read"
"buffer_data_reads","buffer","24152576","24152576","NULL","330857.20547945204","24152576","24152576","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Amount of data read in bytes (innodb_data_reads)"
"buffer_data_written","buffer","848444416","848444416","NULL","11622526.246575342","848444416","848444416","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Amount of data written in bytes (innodb_data_written)"
"buffer_flush_batch_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of flush batch"
"buffer_flush_batch_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times buffer flush list flush is called"
"buffer_flush_batch_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages scanned per flush batch scan"
"buffer_flush_batch_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of flush batch"
"buffer_flush_batches","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of flush batches"
"buffer_flush_batch_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a flush batch"
"buffer_flush_neighbor_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total neighbors flushed as part of neighbor flush"
"buffer_flush_neighbor","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times neighbors flushing is invoked"
"buffer_flush_neighbor_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a neighbor batch"
"buffer_flush_n_to_flush_requested","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of pages requested for flushing."
"buffer_flush_n_to_flush_by_age","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of pages target by LSN Age for flushing."
"buffer_flush_adaptive_avg_time_slot","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Avg time (ms) spent for adaptive flushing recently per slot."
"buffer_LRU_batch_flush_avg_time_slot","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Avg time (ms) spent for LRU batch flushing recently per slot."
"buffer_flush_adaptive_avg_time_thread","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Avg time (ms) spent for adaptive flushing recently per thread."
"buffer_LRU_batch_flush_avg_time_thread","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Avg time (ms) spent for LRU batch flushing recently per thread."
"buffer_flush_adaptive_avg_time_est","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Estimated time (ms) spent for adaptive flushing recently."
"buffer_LRU_batch_flush_avg_time_est","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Estimated time (ms) spent for LRU batch flushing recently."
"buffer_flush_avg_time","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Avg time (ms) spent for flushing recently."
"buffer_flush_adaptive_avg_pass","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of adaptive flushes passed during the recent Avg period."
"buffer_LRU_batch_flush_avg_pass","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of LRU batch flushes passed during the recent Avg period."
"buffer_flush_avg_pass","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of flushes passed during the recent Avg period."
"buffer_LRU_get_free_loops","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Total loops in LRU get free."
"buffer_LRU_get_free_waits","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Total sleep waits in LRU get free."
"buffer_flush_avg_page_rate","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Average number of pages at which flushing is happening"
"buffer_flush_lsn_avg_rate","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Average redo generation rate"
"buffer_flush_pct_for_dirty","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Percent of IO capacity used to avoid max dirty page limit"
"buffer_flush_pct_for_lsn","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Percent of IO capacity used to avoid reusable redo space limit"
"buffer_flush_sync_waits","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of times a wait happens due to sync flushing"
"buffer_flush_adaptive_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of adaptive flushing"
"buffer_flush_adaptive","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of adaptive batches"
"buffer_flush_adaptive_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as an adaptive batch"
"buffer_flush_sync_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of sync batches"
"buffer_flush_sync","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of sync batches"
"buffer_flush_sync_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a sync batch"
"buffer_flush_background_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of background batches"
"buffer_flush_background","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of background batches"
"buffer_flush_background_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a background batch"
"buffer_LRU_batch_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of LRU batch"
"buffer_LRU_batch_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times LRU batch is called"
"buffer_LRU_batch_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages scanned per LRU batch call"
"buffer_LRU_batch_flush_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of LRU batches"
"buffer_LRU_batches_flush","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of LRU batches"
"buffer_LRU_batch_flush_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as an LRU batch"
"buffer_LRU_batch_evict_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages evicted as part of LRU batches"
"buffer_LRU_batches_evict","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of LRU batches"
"buffer_LRU_batch_evict_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as an LRU batch"
"buffer_LRU_single_flush_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of single page LRU flush"
"buffer_LRU_single_flush_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times single page LRU flush is called"
"buffer_LRU_single_flush_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Page scanned per single LRU flush"
"buffer_LRU_single_flush_failure_count","Buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of times attempt to flush a single page from LRU failed"
"buffer_LRU_get_free_search","Buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of searches performed for a clean page"
"buffer_LRU_search_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of LRU search"
"buffer_LRU_search_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times LRU search is performed"
"buffer_LRU_search_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Page scanned per single LRU search"
"buffer_LRU_unzip_search_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of LRU unzip search"
"buffer_LRU_unzip_search_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times LRU unzip search is performed"
"buffer_LRU_unzip_search_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Page scanned per single LRU unzip search"
"buffer_page_read_index_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Leaf Pages read"
"buffer_page_read_index_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Non-leaf Pages read"
"buffer_page_read_index_ibuf_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Leaf Pages read"
"buffer_page_read_index_ibuf_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Non-Leaf Pages read"
"buffer_page_read_undo_log","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Undo Log Pages read"
"buffer_page_read_index_inode","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Inode Pages read"
"buffer_page_read_ibuf_free_list","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Free List Pages read"
"buffer_page_read_ibuf_bitmap","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Bitmap Pages read"
"buffer_page_read_system_page","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of System Pages read"
"buffer_page_read_trx_system","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Transaction System Pages read"
"buffer_page_read_fsp_hdr","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of File Space Header Pages read"
"buffer_page_read_xdes","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Extent Descriptor Pages read"
"buffer_page_read_blob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Uncompressed BLOB Pages read"
"buffer_page_read_zblob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of First Compressed BLOB Pages read"
"buffer_page_read_zblob2","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Subsequent Compressed BLOB Pages read"
"buffer_page_read_other","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of other/unknown (old version of InnoDB) Pages read"
"buffer_page_written_index_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Leaf Pages written"
"buffer_page_written_index_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Non-leaf Pages written"
"buffer_page_written_index_ibuf_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Leaf Pages written"
"buffer_page_written_index_ibuf_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Non-Leaf Pages written"
"buffer_page_written_undo_log","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Undo Log Pages written"
"buffer_page_written_index_inode","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Inode Pages written"
"buffer_page_written_ibuf_free_list","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Free List Pages written"
"buffer_page_written_ibuf_bitmap","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Bitmap Pages written"
"buffer_page_written_system_page","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of System Pages written"
"buffer_page_written_trx_system","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Transaction System Pages written"
"buffer_page_written_fsp_hdr","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of File Space Header Pages written"
"buffer_page_written_xdes","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Extent Descriptor Pages written"
"buffer_page_written_blob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Uncompressed BLOB Pages written"
"buffer_page_written_zblob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of First Compressed BLOB Pages written"
"buffer_page_written_zblob2","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Subsequent Compressed BLOB Pages written"
"buffer_page_written_other","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of other/unknown (old version InnoDB) Pages written"
"os_data_reads","os","1485","1485","NULL","20.34246575342466","1485","1485","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of reads initiated (innodb_data_reads)"
"os_data_writes","os","15065","15065","NULL","206.36986301369862","15065","15065","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of writes initiated (innodb_data_writes)"
"os_data_fsyncs","os","1051","1051","NULL","14.397260273972602","1051","1051","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of fsync() calls (innodb_data_fsyncs)"
"os_pending_reads","os","0","NULL","0","0","0","NULL","0","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","counter","Number of reads pending"
"os_pending_writes","os","0","NULL","0","0","0","NULL","0","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","counter","Number of writes pending"
"os_log_bytes_written","os","376888320","376888320","NULL","5162853.698630137","376888320","376888320","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Bytes of log written (innodb_os_log_written)"
"os_log_fsyncs","os","329","329","NULL","4.506849315068493","329","329","NULL","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of fsync log writes (innodb_os_log_fsyncs)"
"os_log_pending_fsyncs","os","0","0","0","0","0","0","0","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of pending fsync write (innodb_os_log_pending_fsyncs)"
"os_log_pending_writes","os","0","0","0","0","0","0","0","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","status_counter","Number of pending log file writes (innodb_os_log_pending_writes)"
"trx_rw_commits","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of read-write transactions  committed"
"trx_ro_commits","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of read-only transactions committed"
"trx_nl_ro_commits","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of non-locking auto-commit read-only transactions committed"
"trx_commits_insert_update","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of transactions committed with inserts and updates"
"trx_rollbacks","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of transactions rolled back"
"trx_rollbacks_savepoint","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of transactions rolled back to savepoint"
"trx_rollback_active","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of resurrected active transactions rolled back"
"trx_active_transactions","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of active transactions"
"trx_rseg_history_len","transaction","14","14","14","NULL","14","14","14","NULL","2023-09-09 08:51:32","NULL","73","NULL","enabled","value","Length of the TRX_RSEG_HISTORY list"
"trx_undo_slots_used","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of undo slots used"
"trx_undo_slots_cached","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of undo slots cached"
